city,age,gender
ramganj,40.0,M
ramganj,40.0,F
ramganj,40.0,M
ramganj,40.0,M
ramganj,40.0,M
shastrinagar,40.0,F
shastrinagar,40.0,F
ghat gate,40.0,M
jaisalmer,40.0,F
jaisalmer,40.0,M
jaisalmer,40.0,F
jaisalmer,40.0,M
pimpri-chinchwad,40.0,M
pimpri-chinchwad,40.0,M
thane,40.0,F
navi mumbai,40.0,M
kalyan-dombivali,40.0,M
kalyan-dombivali,40.0,M
kalyan-dombivali,40.0,F
kalyan-dombivali,40.0,M
kalyan-dombivali,40.0,F
kalyan-dombivali,40.0,M
navi mumbai,40.0,F
thane,40.0,M
mira-bhayandar,40.0,F
vasai-virar,40.0,F
thane,40.0,F
aurangabad,40.0,F
aurangabad,40.0,M
aurangabad,40.0,M
aurangabad,40.0,M
amaravati,40.0,M
amaravati,40.0,M
amaravati,40.0,M
beed,40.0,M
thane,40.0,F
malegaon,40.0,F
malegaon,40.0,F
malegaon,40.0,F
ongole,49.0,M
ongole,29.0,M
ongole,30.0,M
ongole,40.0,F
ongole,16.0,M
ongole,15.0,M
ongole,75.0,M
ongole,52.0,M
ongole,36.0,F
ongole,35.0,F
ongole,47.0,M
kathipudi,41.0,M
kadappa,60.0,F
ponnur mandal,67.0,M
narsaraopet,47.0,M
malegaon,40.0,F
malegaon,40.0,M
thane,40.0,M
thane,40.0,F
golamunda,20.0,M
jharpada,37.0,F
jharpada,9.0,F
jharpada,5.0,F
aravinda nagar,44.0,F
kothacheruvu,58.0,M
moolakulam,47.0,M
thiruvandarkoil,54.0,M
sector 37,40.0,M
kudiyanmala,60.0,M
kudiyanmala,59.0,F
srinivasaraopet,41.0,M
anandpet,47.0,F
anandpet,28.0,F
sangadi gunta,27.0,F
sangadi gunta,71.0,F
kummari bazar,65.0,F
dachepalli,51.0,M
kathipudi,8.0,F
kathipudi,29.0,F
kathipudi,3.0,F
kathipudi,50.0,F
kathipudi,25.0,F
kurnool,35.0,F
athmakur,55.0,F
ongole,17.0,F
markapur,20.0,M
pimpri-chinchwad,40.0,M
pimpri-chinchwad,40.0,M
pimpri-chinchwad,40.0,F
thane,40.0,M
thane,40.0,F
kalyan-dombivali,40.0,M
kalyan-dombivali,40.0,M
navi mumbai,40.0,M
mira-bhayandar,40.0,F
mira-bhayandar,40.0,M
mira-bhayandar,40.0,M
mira-bhayandar,40.0,F
mira-bhayandar,40.0,F
mira-bhayandar,40.0,F
mira-bhayandar,40.0,M
mira-bhayandar,40.0,M
mira-bhayandar,40.0,F
mira-bhayandar,40.0,M
mira-bhayandar,40.0,M
mira-bhayandar,40.0,M
mira-bhayandar,40.0,M
mira-bhayandar,40.0,M
mira-bhayandar,40.0,M
mira-bhayandar,40.0,M
mira-bhayandar,40.0,M
vasai-virar,40.0,M
nagpur,40.0,F
nagpur,40.0,M
nagpur,40.0,F
nagpur,40.0,M
nagpur,40.0,M
nagpur,40.0,F
madhusudan,35.0,F
madhusudan,22.0,M
bengaluru,32.0,M
kottayam-malabar,29.0,M
naravoor,33.0,M
kadirur,14.0,M
kadirur,68.0,F
kadirur,40.0,M
mooriyad,40.0,M
mooriyad,40.0,M
edacheri,40.0,M
anandpet,26.0,M
kummari bazar,67.0,M
kummari bazar,26.0,F
kummari bazar,33.0,M
kummari bazar,6.0,F
arundelpeta,37.0,M
kummari bazar,8.0,M
kummari bazar,22.0,M
kummari bazar,40.0,M
kummari bazar,13.0,F
kummari bazar,50.0,F
kummari bazar,7.0,F
kummari bazar,11.0,F
kummari bazar,34.0,F
anandpet,24.0,F
anandpet,49.0,M
anandpet,31.0,M
banaganapalle mandal,69.0,M
devanagar,38.0,M
maddur,31.0,F
maddur,13.0,M
maddur,62.0,F
ongole,59.0,F
kadappa,24.0,M
bengaluru,10.0,M
thane,40.0,M
kalyan-dombivali,40.0,F
navi mumbai,40.0,M
navi mumbai,40.0,M
navi mumbai,40.0,M
navi mumbai,40.0,M
mira-bhayandar,40.0,F
mira-bhayandar,40.0,M
mira-bhayandar,40.0,M
mira-bhayandar,40.0,M
mira-bhayandar,40.0,M
mira-bhayandar,40.0,M
mira-bhayandar,40.0,F
mira-bhayandar,40.0,M
mira-bhayandar,40.0,M
mira-bhayandar,40.0,F
mira-bhayandar,40.0,M
mira-bhayandar,40.0,M
mira-bhayandar,40.0,F
mira-bhayandar,40.0,F
mira-bhayandar,40.0,M
thane rural,40.0,M
thane rural,40.0,M
thane rural,40.0,F
ahmednagar rural,40.0,M
aurangabad rural,40.0,M
aurangabad rural,40.0,F
kolhapur rural,40.0,M
nashik rural,40.0,M
malegaon,40.0,F
malegaon,40.0,M
malegaon,40.0,F
malegaon,40.0,M
malegaon,40.0,F
malegaon,40.0,F
vasai-virar,40.0,M
vasai-virar,40.0,F
palghar rural,40.0,M
malegaon,22.0,F
raibagh,19.0,M
hirebagewadi,38.0,M
raibagh,55.0,M
raibagh,25.0,M
panvel,40.0,M
pimpri-chinchwad,40.0,F
thane,40.0,M
thane,40.0,M
mooriyadh,40.0,M
sector 37,40.0,F
sector 37,8.0,F
sujata convent,45.0,M
anandpet,51.0,F
anandpet,65.0,F
ponnur,21.0,M
anandpet,25.0,F
anandpet,11.0,F
kortepadu,27.0,F
thirumuru,12.0,F
kotamitta,73.0,M
kotamitta,48.0,M
nellore,56.0,M
pedda,55.0,M
chagala marri,13.0,M
vadamalapeta,29.0,M
kadappa,63.0,M
thane,40.0,F
thane,40.0,M
thane,40.0,M
thane,40.0,M
thane,40.0,F
thane,40.0,F
thane,40.0,M
thane,40.0,M
thane,40.0,M
thane,40.0,F
thane,40.0,F
thane,40.0,M
thane,40.0,M
mira-bhayandar,40.0,M
mira-bhayandar,40.0,M
mira-bhayandar,40.0,M
mira-bhayandar,40.0,M
mira-bhayandar,40.0,F
mira-bhayandar,40.0,M
kalyan-dombivali,40.0,M
kalyan-dombivali,40.0,M
kalyan-dombivali,40.0,M
kalyan-dombivali,40.0,F
kalyan-dombivali,40.0,F
kalyan-dombivali,40.0,F
kalyan-dombivali,40.0,M
kalyan-dombivali,40.0,F
kalyan-dombivali,40.0,F
kalyan-dombivali,40.0,F
kalyan-dombivali,40.0,M
navi mumbai,40.0,F
navi mumbai,40.0,M
navi mumbai,40.0,F
navi mumbai,40.0,F
navi mumbai,40.0,F
navi mumbai,40.0,F
navi mumbai,40.0,F
navi mumbai,40.0,M
navi mumbai,40.0,F
navi mumbai,40.0,F
bhiwandi,40.0,M
nagpur,40.0,M
nagpur,40.0,F
nagpur rural,40.0,F
malegaon,40.0,F
malegaon,40.0,M
malegaon,40.0,M
malegaon,40.0,M
vasai-virar,40.0,M
vasai-virar,40.0,F
vasai-virar,40.0,F
vasai-virar,40.0,F
vasai-virar,40.0,M
vasai-virar,40.0,M
vasai-virar,40.0,M
"dimapur, nagaland",40.0,M
anandpet,30.0,M
vuruvakatta,24.0,F
anandpet,65.0,M
anandpet,6.0,M
anandpet,29.0,F
vuruvakatta,41.0,F
guntur,50.0,M
buchayathota,22.0,F
srikalahasti,30.0,F
srikalahasti,9.0,F
ranihari thotta,50.0,M
tadepalligudem,48.0,M
hubballi,55.0,M
hubballi,36.0,M
hubballi,74.0,F
hubballi,37.0,M
malavalli,60.0,F
malavalli,8.0,F
malavalli,18.0,M
mudhol,27.0,M
bidar,16.0,F
bidar,35.0,F
raibag,20.0,M
raibag,14.0,M
raibag,45.0,M
doddaballapura,39.0,M
bengaluru,62.0,M
mira-bhayandar,40.0,M
mira-bhayandar,40.0,F
mira-bhayandar,40.0,M
mira-bhayandar,40.0,F
mira-bhayandar,40.0,F
vasai-virar,40.0,M
vasai-virar,40.0,F
vasai-virar,40.0,M
pune,40.0,M
pune,40.0,F
pune,40.0,F
malegaon,40.0,M
malegaon,40.0,F
malegaon,40.0,M
malegaon,40.0,F
malegaon,40.0,M
malegaon,40.0,F
malegaon,40.0,M
malegaon,40.0,M
malegaon,40.0,M
malegaon,40.0,M
malegaon,40.0,F
malegaon,40.0,M
madayi,36.0,F
new mahe,74.0,M
chathanur,32.0,M
chandrababu nagar,38.0,M
tada mandal,13.0,M
ranganayakakulapeta,48.0,M
pedda bazar,28.0,M
narasarao peta,19.0,F
narasarao peta,45.0,M
narasarao peta,38.0,M
ahmednagar,40.0,M
aurangabad,40.0,M
aurangabad,40.0,M
aurangabad,40.0,F
aurangabad,40.0,M
nagpur,40.0,M
nagpur,40.0,M
nagpur,40.0,M
nagpur,40.0,M
nagpur,40.0,M
nagpur,40.0,M
nagpur,40.0,M
nagpur,40.0,F
nagpur,40.0,M
nagpur,40.0,M
nagpur,40.0,M
nashik,40.0,M
malegaon,40.0,M
malegaon,40.0,M
panvel,40.0,F
raigarh,40.0,F
vasai-virar,40.0,F
vasai-virar,40.0,M
mira-bhayandar,40.0,M
mira-bhayandar,40.0,M
navi mumbai,40.0,M
kalyan-dombivali,40.0,M
kalyan-dombivali,40.0,M
kalyan-dombivali,40.0,M
kalyan-dombivali,40.0,M
thane,40.0,M
thane,40.0,M
thane,40.0,F
thane,40.0,F
thane,40.0,M
thane,40.0,M
thane,40.0,M
thane,40.0,F
thane,40.0,M
pimpri-chinchwad,40.0,F
pimpri-chinchwad,40.0,M
pimpri-chinchwad,40.0,M
pimpri-chinchwad,40.0,M
pimpri-chinchwad,40.0,M
pimpri-chinchwad,40.0,M
shillong,69.0,M
arundelpeta,7.0,F
arundelpeta,28.0,F
guntur,55.0,F
guntur,24.0,F
guntur,8.0,F
guntur,5.0,M
sangadi gunta,57.0,F
sangadi gunta,43.0,M
dachepalli,66.0,M
dachepalli,40.0,M
dachepalli,47.0,M
dachepalli,14.0,M
anandpeta,17.0,M
anandpeta,20.0,F
anandpeta,29.0,F
sangadi gunta,21.0,M
vijayawada,28.0,M
vijayawada,23.0,F
vijayawada,25.0,F
vijayawada,31.0,M
vijayawada,49.0,M
vijayawada,30.0,M
vijayawada,26.0,M
vijayawada,20.0,M
ganigali street,29.0,F
ganigali street,6.0,M
ganigali street,18.0,F
ganigali street,80.0,M
habeeb mubarak nagar,3.0,F
habeeb mubarak nagar,5.0,F
budhavarpeta,40.0,M
hindupur mandal,48.0,F
naik nagar,32.0,F
nagpur rural,40.0,M
nagpur rural,40.0,M
nagpur rural,40.0,F
nagpur rural,40.0,M
nagpur,40.0,M
malegaon,40.0,M
malegaon,40.0,M
malegaon,40.0,M
malegaon,40.0,F
malegaon,40.0,F
malegaon,40.0,M
malegaon,40.0,F
malegaon,40.0,F
malegaon,40.0,F
malegaon,40.0,M
malegaon,40.0,M
palghar rural,40.0,M
vasai-virar,40.0,F
vasai-virar,40.0,F
vasai-virar,40.0,M
panvel,40.0,M
pune rural,40.0,M
pune rural,40.0,M
pune rural,40.0,F
pimpri-chinchwad,40.0,M
pimpri-chinchwad,40.0,F
navi mumbai,40.0,M
navi mumbai,40.0,M
navi mumbai,40.0,F
navi mumbai,40.0,F
navi mumbai,40.0,M
navi mumbai,40.0,F
navi mumbai,40.0,F
navi mumbai,40.0,F
navi mumbai,40.0,F
navi mumbai,40.0,M
navi mumbai,40.0,M
navi mumbai,40.0,M
navi mumbai,40.0,M
navi mumbai,40.0,F
navi mumbai,40.0,M
navi mumbai,40.0,F
navi mumbai,40.0,M
thane,40.0,F
thane,40.0,F
thane,40.0,F
thane,40.0,M
thane,40.0,F
thane,40.0,M
thane,40.0,F
thane,40.0,M
thane,40.0,M
thane,40.0,F
thane,40.0,M
thane,40.0,M
thane,40.0,F
thane,40.0,F
thane,40.0,F
thane,40.0,M
thane,40.0,M
thane,40.0,M
thane,40.0,M
thane,40.0,F
thane,40.0,M
thane,40.0,M
thane,40.0,F
thane,40.0,F
thane,40.0,M
thane,40.0,M
thane,40.0,M
thane,40.0,M
thane,40.0,F
thane,40.0,F
thane,40.0,F
thane,40.0,M
thane,40.0,M
thane,40.0,M
thane,40.0,M
thane,40.0,M
bomikhal,50.0,M
bomikhal,51.0,F
bomikhal,75.0,M
bhubaneshwar,51.0,M
mooriyad,29.0,M
mooriyad,26.0,M
mooriyad,35.0,M
cheruvanchery,33.0,F
thane,40.0,F
thane,40.0,M
thane,40.0,F
thane,40.0,M
thane,40.0,M
thane,40.0,M
thane,40.0,F
thane,40.0,M
navi mumbai,40.0,M
navi mumbai,40.0,M
navi mumbai,40.0,M
mudhol,39.0,M
nanjanagudu,41.0,M
nanjanagudu,30.0,M
nanjanagudu,27.0,M
nanjanagudu,35.0,M
nanjanagudu,26.0,M
nanjanagudu,23.0,M
nanjanagudu,35.0,M
nanjanagudu,28.0,M
nanjanagudu,32.0,M
nagpur,40.0,M
nagpur,40.0,F
nagpur,40.0,M
nagpur,40.0,M
nagpur,40.0,M
nagpur,40.0,F
nagpur,40.0,F
nagpur,40.0,F
nagpur,40.0,M
nagpur,40.0,F
nagpur,40.0,F
vasai-virar,40.0,F
vasai-virar,40.0,M
vasai-virar,40.0,F
navi mumbai,40.0,F
navi mumbai,40.0,F
mira-bhayandar,40.0,M
mira-bhayandar,40.0,M
thane rural,40.0,M
thane rural,40.0,F
thane rural,40.0,F
thane rural,40.0,M
thane rural,40.0,M
thane rural,40.0,F
pune,50.0,M
pimpri-chinchwad,40.0,M
pimpri-chinchwad,40.0,F
pimpri-chinchwad,40.0,F
pimpri-chinchwad,40.0,M
hirebagewadi,51.0,F
hirebagewadi,42.0,M
hirebagewadi,33.0,M
hirebagewadi,16.0,F
hirebagewadi,65.0,F
hirebagewadi,30.0,F
bagewadi,54.0,F
hirebagewadi,58.0,F
chikkodi,47.0,M
raibagh,25.0,M
raibagh,30.0,M
raibagh,43.0,M
raibagh,50.0,M
raibagh,35.0,M
raibagh,25.0,M
raibagh,64.0,M
mcgm,40.0,M
mcgm,40.0,F
mcgm,40.0,M
mcgm,40.0,M
mcgm,40.0,F
mcgm,40.0,F
mcgm,40.0,M
mcgm,40.0,M
mcgm,40.0,M
mcgm,40.0,F
mcgm,40.0,M
mcgm,40.0,M
mcgm,40.0,M
mcgm,40.0,M
mcgm,40.0,M
mcgm,40.0,F
mcgm,40.0,M
mcgm,40.0,M
mcgm,40.0,M
mcgm,40.0,M
mcgm,40.0,M
mcgm,40.0,F
mcgm,40.0,M
mcgm,40.0,F
mcgm,40.0,F
mcgm,40.0,M
mcgm,40.0,M
mcgm,40.0,M
mcgm,40.0,F
mcgm,40.0,M
mcgm,40.0,F
mcgm,40.0,M
mcgm,40.0,F
mcgm,40.0,F
mcgm,40.0,M
mcgm,40.0,F
mcgm,40.0,F
mcgm,40.0,F
mcgm,40.0,M
mcgm,40.0,M
mcgm,40.0,M
mcgm,40.0,M
mcgm,40.0,M
mcgm,40.0,F
mcgm,40.0,M
mcgm,40.0,M
mcgm,40.0,M
mcgm,40.0,M
mcgm,40.0,F
mcgm,40.0,M
mcgm,40.0,M
mcgm,40.0,M
mcgm,40.0,F
mcgm,40.0,M
mcgm,40.0,F
mcgm,40.0,M
mcgm,40.0,M
mcgm,40.0,M
mcgm,40.0,F
mcgm,40.0,M
mcgm,40.0,M
mcgm,40.0,F
mcgm,40.0,M
mcgm,40.0,M
mcgm,40.0,M
mcgm,40.0,M
mcgm,40.0,M
mcgm,40.0,F
mcgm,40.0,F
mcgm,40.0,F
mcgm,40.0,M
mcgm,40.0,M
mcgm,40.0,F
mcgm,40.0,M
mcgm,40.0,M
mcgm,40.0,M
mcgm,40.0,M
mcgm,40.0,M
mcgm,40.0,M
mcgm,40.0,M
mcgm,40.0,M
mcgm,40.0,M
mcgm,40.0,F
mcgm,40.0,M
mcgm,40.0,F
mcgm,40.0,M
mcgm,40.0,M
mcgm,40.0,M
mcgm,40.0,F
mcgm,40.0,M
mcgm,40.0,F
mcgm,40.0,M
mcgm,40.0,M
mcgm,40.0,M
mcgm,40.0,M
mcgm,40.0,F
mcgm,40.0,M
mcgm,40.0,M
mcgm,40.0,M
mcgm,40.0,M
mcgm,40.0,M
mcgm,40.0,M
mcgm,40.0,M
mcgm,40.0,F
mcgm,40.0,M
mcgm,40.0,F
mcgm,40.0,M
mcgm,40.0,M
nagpur,40.0,F
vasai-virar,40.0,M
vasai-virar,40.0,M
thane,40.0,M
thane,40.0,M
panvel,40.0,M
pimpri-chinchwad,40.0,F
pimpri-chinchwad,40.0,F
pimpri-chinchwad,40.0,F
pune,40.0,M
pune,40.0,M
pune,40.0,M
pune,40.0,F
pune,40.0,M
pune,40.0,M
pune,40.0,F
pune,40.0,M
pune,40.0,F
pune,40.0,M
pune,40.0,F
pune,40.0,M
pune,40.0,M
pune,40.0,F
pune,40.0,F
pune,40.0,M
pune,40.0,F
pune,40.0,F
pune,40.0,F
thane rural,40.0,M
thane,40.0,F
thane,40.0,M
thane,40.0,M
thane,40.0,F
thane,40.0,M
thane,40.0,M
thane,40.0,M
thane,40.0,F
thane,40.0,M
thane,40.0,F
panvel,40.0,F
panvel,40.0,M
vasai-virar,40.0,M
vasai-virar,40.0,F
pune rural,40.0,M
pune rural,40.0,M
pune rural,40.0,F
pune rural,40.0,M
pune rural,40.0,M
pune rural,40.0,M
nashik rural,40.0,M
nashik,40.0,F
katghora,40.0,F
katghora,40.0,M
katghora,40.0,M
bombooflat,40.0,M
nanjangud,50.0,M
nanjangud,33.0,M
nanjangud,33.0,M
nanjangud,41.0,F
malavalli,25.0,M
malavalli,29.0,M
uppinangadi,39.0,M
hospete,28.0,F
hospete,39.0,M
hospete,68.0,F
hospete,21.0,M
hospete,48.0,M
hospete,10.0,F
hospete,50.0,M
hospete,24.0,M
nanjangud,22.0,M
nanjangud,38.0,M
nanjangud,38.0,M
nanjangud,26.0,M
nanjangud,28.0,M
nanjangud,22.0,M
nanjangud,29.0,M
nanjangud,26.0,M
azad basti,40.0,M
azad basti,40.0,F
hindpiri,40.0,M
thane rural,40.0,M
thane rural,40.0,F
thane rural,40.0,M
thane rural,40.0,M
thane rural,40.0,M
thane rural,40.0,F
thane rural,40.0,M
thane rural,40.0,F
thane rural,40.0,M
thane rural,40.0,F
thane rural,40.0,M
thane rural,40.0,M
thane rural,40.0,F
thane rural,40.0,F
thane rural,40.0,F
thane rural,40.0,M
mira-bhayandar,40.0,F
mira-bhayandar,40.0,M
panvel,40.0,M
panvel,40.0,M
panvel,40.0,M
panvel,40.0,M
panvel,40.0,M
panvel,40.0,M
panvel,40.0,M
panvel,40.0,M
panvel,40.0,M
panvel,40.0,F
panvel,40.0,M
panvel,40.0,M
panvel,40.0,F
panvel,40.0,F
panvel,40.0,M
panvel,40.0,M
raigarh rural,40.0,F
raigarh rural,40.0,F
nagpur rural,40.0,F
vasai-virar,40.0,M
vasai-virar,40.0,F
vasai-virar,40.0,F
vasai-virar,40.0,F
vasai-virar,40.0,F
vasai-virar,40.0,M
vasai-virar,40.0,F
vasai-virar,40.0,F
vasai-virar,40.0,M
vasai-virar,40.0,M
vasai-virar,40.0,F
vasai-virar,40.0,M
vasai-virar,40.0,M
vasai-virar,40.0,F
vasai-virar,40.0,M
vasai-virar,40.0,F
vasai-virar,40.0,M
vasai-virar,40.0,M
vasai-virar,40.0,M
vasai-virar,40.0,M
vasai-virar,40.0,F
vasai-virar,40.0,F
vasai-virar,40.0,M
vasai-virar,40.0,F
vasai-virar,40.0,M
malegaon,40.0,M
palghar rural,40.0,M
palghar rural,40.0,M
palghar rural,40.0,M
palghar rural,40.0,M
palghar rural,40.0,F
palghar rural,40.0,M
palghar rural,40.0,M
palghar rural,40.0,F
palghar rural,40.0,M
malegaon,40.0,F
malegaon,40.0,F
malegaon,40.0,M
malegaon,40.0,F
kalaburagi,34.0,M
shahbad,16.0,M
hubli,63.0,M
hirebagewadi,45.0,M
nanjanagudu,30.0,M
nanjanagudu,50.0,M
malavalli,39.0,M
mudhol,32.0,M
jamakhandi,32.0,M
nanjangud,26.0,F
mudhol,43.0,M
mudhol,43.0,M
jamakhandi,47.0,M
nanjangud,30.0,M
nanjangud,36.0,M
nanjangud,28.0,M
khajpura,32.0,F
,40.0,F
nashik,40.0,M
kdmc,40.0,M
kdmc,40.0,M
kdmc,40.0,M
kdmc,40.0,F
kdmc,40.0,F
mbmc,40.0,M
mbmc,40.0,M
mbmc,40.0,F
mbmc,40.0,F
mbmc,40.0,F
mbmc,40.0,M
mbmc,40.0,F
mbmc,40.0,M
mbmc,40.0,M
mbmc,40.0,M
mbmc,40.0,M
navi mumbai,40.0,M
navi mumbai,40.0,M
panvel,40.0,M
pcmc,40.0,M
pcmc,40.0,M
pcmc,40.0,F
pcmc,40.0,M
pcmc,40.0,F
pcmc,40.0,F
pcmc,40.0,M
pcmc,40.0,M
pimpri-chinchwad,40.0,M
pimpri-chinchwad,40.0,M
pimpri-chinchwad,40.0,F
pimpri-chinchwad,40.0,F
pimpri-chinchwad,40.0,F
pimpri-chinchwad,40.0,M
pimpri-chinchwad,40.0,M
pune rural,40.0,M
pune rural,40.0,M
pmc,40.0,F
pmc,40.0,F
pmc,40.0,M
pmc,40.0,M
pmc,40.0,M
pmc,40.0,M
pmc,40.0,M
pmc,40.0,F
pmc,40.0,M
pmc,40.0,M
pmc,40.0,M
pmc,40.0,F
pmc,40.0,M
pmc,40.0,F
pmc,40.0,M
pmc,40.0,M
pmc,40.0,M
pmc,40.0,M
pmc,40.0,M
pmc,40.0,M
pmc,40.0,F
pmc,40.0,M
pmc,40.0,F
pmc,40.0,F
pmc,40.0,F
pmc,40.0,M
pmc,40.0,M
pmc,40.0,F
pmc,40.0,M
pmc,40.0,M
pmc,40.0,M
pmc,40.0,M
pmc,40.0,M
pmc,40.0,F
pmc,40.0,M
pmc,40.0,F
pmc,40.0,M
pmc,40.0,F
pmc,40.0,F
pmc,40.0,F
pmc,40.0,M
pmc,40.0,F
pmc,40.0,M
pmc,40.0,F
pmc,40.0,M
pmc,40.0,M
pmc,40.0,F
pmc,40.0,M
pmc,40.0,M
pmc,40.0,F
pmc,40.0,M
pmc,40.0,M
pmc,40.0,M
pmc,40.0,F
pmc,40.0,M
pmc,40.0,M
pmc,40.0,M
pmc,40.0,M
pmc,40.0,M
pmc,40.0,F
pmc,40.0,M
pmc,40.0,F
pmc,40.0,F
pmc,40.0,M
pmc,40.0,M
pmc,40.0,F
pmc,40.0,F
pmc,40.0,F
pmc,40.0,M
pune dist,40.0,F
raigarh rural,40.0,F
raigarh rural,40.0,M
raigarh rural,40.0,M
raigarh rural,40.0,F
raigarh rural,40.0,M
thane corp,40.0,F
thane corp,40.0,M
thane corp,40.0,M
thane corp,40.0,M
thane corp,40.0,M
thane corp,40.0,F
vasai virar,40.0,M
bhiwandi,40.0,F
bhiwandi,40.0,M
bhiwandi,40.0,M
nanjangud,39.0,M
nanjangud,23.0,F
bihar sharif,12.0,M
bihar sharif,18.0,M
bihar sharif,22.0,M
chandigarh sector 30,56.0,M
chandigarh sector 30,24.0,M
chandigarh sector 30,2.0,F
uppinangadi,30.0,F
bantwala,50.0,F
hindpiri,40.0,M
hindpiri,40.0,M
hindpiri,40.0,F
