city,age,gender
etawah,0,M
etawah,7,M
etawah,7,M
etawah,13,F
etawah,18,F
etawah,15,F
etawah,20,M
etawah,20,M
etawah,26,M
etawah,33,F
etawah,35,M
etawah,41,M
etawah,41,M
etawah,48,M
etawah,45,M
etawah,52,F
etawah,56,F
etawah,63,F
etawah,66,M
etawah,73,M
etawah,73,M
etawah,75,F
etawah,75,M
etawah,80,F
kanpur,3,F
kanpur,2,M
kanpur,6,M
kanpur,8,M
kanpur,13,F
kanpur,16,M
kanpur,18,M
kanpur,20,F
kanpur,26,F
kanpur,25,M
kanpur,30,M
kanpur,38,M
kanpur,36,F
kanpur,42,F
kanpur,48,M
kanpur,48,M
kanpur,52,F
kanpur,56,F
kanpur,62,F
kanpur,60,M
kanpur,68,M
kanpur,66,F
kanpur,70,M
kanpur,76,M
kanpur,77,M
kanpur,81,M
kanpur,3,F
kanpur,6,F
kanpur,8,M
kanpur,12,M
kanpur,15,F
kanpur,18,M
kanpur,20,M
kanpur,21,F
kanpur,28,M
kanpur,28,M
kanpur,31,F
kanpur,31,M
kanpur,36,F
kanpur,41,F
kanpur,40,M
kanpur,48,M
kanpur,45,F
kanpur,53,M
kanpur,55,F
kanpur,62,F
kanpur,66,M
kanpur,73,F
kanpur,77,M
kanpur,78,F
kanpur,86,F
orai,3,M
orai,6,M
orai,12,F
orai,11,F
orai,18,M
orai,18,M
orai,21,M
orai,28,F
orai,30,F
orai,38,M
orai,35,F
orai,41,M
orai,46,F
orai,51,M
orai,58,M
orai,63,F
orai,65,M
orai,67,F
orai,70,F
orai,76,M
orai,82,M
orai,87,M
jhansi,2,M
jhansi,0,M
jhansi,8,F
jhansi,13,M
jhansi,11,M
jhansi,18,M
jhansi,20,F
jhansi,26,F
jhansi,33,F
jhansi,37,F
jhansi,42,F
jhansi,41,M
jhansi,47,M
jhansi,46,M
jhansi,50,F
jhansi,53,F
jhansi,58,M
jhansi,58,F
jhansi,61,M
jhansi,60,F
jhansi,68,F
jhansi,71,M
jhansi,77,F
jhansi,77,F
jhansi,81,F
jhansi,80,F
lalitpur,3,F
lalitpur,8,M
lalitpur,10,F
lalitpur,18,M
lalitpur,16,M
lalitpur,21,M
lalitpur,25,M
lalitpur,31,M
lalitpur,30,M
lalitpur,38,F
lalitpur,43,M
lalitpur,47,F
lalitpur,51,M
lalitpur,50,M
lalitpur,55,F
lalitpur,62,M
lalitpur,67,M
lalitpur,73,F
lalitpur,70,F
lalitpur,77,F
lalitpur,77,F
lalitpur,82,F
lalitpur,86,F
banda,1,M
banda,7,F
banda,10,M
banda,13,M
banda,15,F
banda,20,M
banda,20,F
banda,26,F
banda,30,F
banda,31,M
banda,38,M
banda,40,F
banda,43,F
banda,47,M
banda,45,M
banda,50,M
banda,53,M
banda,58,F
banda,58,F
banda,60,M
banda,66,M
banda,65,M
banda,71,M
banda,73,F
banda,77,F
banda,83,F
fatehpur,0,M
fatehpur,6,M
fatehpur,11,F
fatehpur,17,M
fatehpur,23,M
fatehpur,28,F
fatehpur,26,F
fatehpur,32,F
fatehpur,32,F
fatehpur,36,F
fatehpur,35,F
fatehpur,40,M
fatehpur,42,M
fatehpur,47,M
fatehpur,48,F
fatehpur,50,F
fatehpur,50,F
fatehpur,55,M
fatehpur,62,F
fatehpur,65,M
fatehpur,68,M
fatehpur,72,M
fatehpur,72,F
fatehpur,76,F
fatehpur,75,F
fatehpur,80,M
fatehpur,85,F
allahabad,2,F
allahabad,2,M
allahabad,8,M
allahabad,7,F
allahabad,11,F
allahabad,18,M
allahabad,17,F
allahabad,22,F
allahabad,21,F
allahabad,27,M
allahabad,26,M
allahabad,32,F
allahabad,33,F
allahabad,38,M
allahabad,36,M
allahabad,41,M
allahabad,47,F
allahabad,45,F
allahabad,50,M
allahabad,56,M
allahabad,60,F
allahabad,67,F
allahabad,72,F
allahabad,77,M
allahabad,85,M
faizabad,1,M
faizabad,5,M
faizabad,8,F
faizabad,10,M
faizabad,18,M
faizabad,21,F
faizabad,25,M
faizabad,25,M
faizabad,31,M
faizabad,36,M
faizabad,41,M
faizabad,40,M
faizabad,48,M
faizabad,51,F
faizabad,50,F
faizabad,56,F
faizabad,55,M
faizabad,63,F
faizabad,65,M
faizabad,68,F
faizabad,73,M
faizabad,71,F
faizabad,77,F
faizabad,78,M
faizabad,85,F
faizabad,80,F
akbarpur,0,M
akbarpur,8,M
akbarpur,8,M
akbarpur,13,M
akbarpur,18,M
akbarpur,16,F
akbarpur,23,M
akbarpur,21,F
akbarpur,26,M
akbarpur,30,F
akbarpur,32,F
akbarpur,37,F
akbarpur,37,F
akbarpur,42,M
akbarpur,42,F
akbarpur,47,M
akbarpur,50,M
akbarpur,50,M
akbarpur,58,F
akbarpur,60,M
akbarpur,61,M
akbarpur,66,F
akbarpur,70,F
akbarpur,71,M
akbarpur,77,M
akbarpur,84,F
akbarpur,85,F
sultanpur,3,M
sultanpur,6,M
sultanpur,7,M
sultanpur,10,M
sultanpur,18,M
sultanpur,20,M
sultanpur,22,F
sultanpur,28,F
sultanpur,30,F
sultanpur,32,M
sultanpur,35,M
sultanpur,38,M
sultanpur,42,M
sultanpur,43,F
sultanpur,47,M
sultanpur,47,M
sultanpur,52,M
sultanpur,58,M
sultanpur,63,M
sultanpur,60,F
sultanpur,66,F
sultanpur,68,M
sultanpur,73,M
sultanpur,71,F
sultanpur,76,M
sultanpur,75,F
sultanpur,88,F
sultanpur,85,M
bahraich,3,M
bahraich,6,M
bahraich,12,M
bahraich,17,M
bahraich,17,M
bahraich,20,M
bahraich,23,M
bahraich,27,M
bahraich,28,M
bahraich,31,F
bahraich,33,M
bahraich,38,M
bahraich,35,F
bahraich,43,M
bahraich,43,M
bahraich,46,M
bahraich,50,M
bahraich,56,M
bahraich,62,M
bahraich,63,M
bahraich,66,M
bahraich,71,F
bahraich,72,F
bahraich,76,F
bahraich,76,F
bahraich,83,F
gonda,1,M
gonda,3,M
gonda,7,M
gonda,13,F
gonda,15,F
gonda,21,M
gonda,28,M
gonda,25,F
gonda,33,M
gonda,32,F
gonda,37,M
gonda,37,M
gonda,42,F
gonda,41,F
gonda,48,M
gonda,53,M
gonda,56,F
gonda,62,M
gonda,60,M
gonda,65,F
gonda,68,M
gonda,70,M
gonda,78,M
gonda,76,M
gonda,89,F
gonda,81,M
basti,2,F
basti,7,M
basti,12,F
basti,16,F
basti,17,F
basti,20,M
basti,26,M
basti,28,F
basti,32,M
basti,30,M
basti,37,F
basti,41,M
basti,47,F
basti,45,M
basti,50,M
basti,50,F
basti,55,F
basti,62,M
basti,62,M
basti,66,M
basti,70,F
basti,77,F
basti,75,F
basti,85,F
basti,86,F
gorakhpur,3,F
gorakhpur,0,M
gorakhpur,7,M
gorakhpur,12,M
gorakhpur,15,F
gorakhpur,20,M
gorakhpur,27,M
gorakhpur,25,F
gorakhpur,32,F
gorakhpur,31,M
gorakhpur,35,F
gorakhpur,37,M
gorakhpur,42,M
gorakhpur,46,M
gorakhpur,48,F
gorakhpur,53,M
gorakhpur,51,M
gorakhpur,55,M
gorakhpur,55,M
gorakhpur,61,F
gorakhpur,68,M
gorakhpur,70,M
gorakhpur,75,M
gorakhpur,81,M
gorakhpur,87,M
deoria,0,F
deoria,7,M
deoria,7,M
deoria,13,M
deoria,18,M
deoria,22,M
deoria,25,F
deoria,33,F
deoria,33,F
deoria,36,M
deoria,36,F
deoria,43,F
deoria,46,M
deoria,45,M
deoria,53,M
deoria,55,F
deoria,57,F
deoria,60,F
deoria,61,M
deoria,66,M
deoria,72,F
deoria,75,F
deoria,88,M
azamgarh,3,M
azamgarh,1,F
azamgarh,7,F
azamgarh,11,F
azamgarh,16,M
azamgarh,15,M
azamgarh,22,F
azamgarh,23,F
azamgarh,28,M
azamgarh,32,F
azamgarh,30,F
azamgarh,35,M
azamgarh,43,M
azamgarh,43,M
azamgarh,45,F
azamgarh,46,M
azamgarh,53,M
azamgarh,56,F
azamgarh,55,M
azamgarh,60,F
azamgarh,62,M
azamgarh,67,M
azamgarh,67,M
azamgarh,70,F
azamgarh,70,M
azamgarh,75,F
azamgarh,77,F
azamgarh,86,F
maunath bhanjan,2,F
maunath bhanjan,3,F
maunath bhanjan,5,F
maunath bhanjan,10,M
maunath bhanjan,18,M
maunath bhanjan,15,F
maunath bhanjan,20,M
maunath bhanjan,28,F
maunath bhanjan,26,F
maunath bhanjan,33,F
maunath bhanjan,35,F
maunath bhanjan,43,M
maunath bhanjan,41,M
maunath bhanjan,47,M
maunath bhanjan,47,F
maunath bhanjan,51,M
maunath bhanjan,53,F
maunath bhanjan,57,F
maunath bhanjan,55,F
maunath bhanjan,63,F
maunath bhanjan,62,F
maunath bhanjan,67,M
maunath bhanjan,65,M
maunath bhanjan,70,F
maunath bhanjan,73,M
maunath bhanjan,77,M
maunath bhanjan,84,M
maunath bhanjan,83,M
ballia,0,M
ballia,7,F
ballia,11,F
ballia,17,M
ballia,17,F
ballia,23,M
ballia,21,M
ballia,25,M
ballia,25,M
ballia,30,M
ballia,38,M
ballia,37,F
ballia,40,M
ballia,48,M
ballia,52,M
ballia,52,M
ballia,58,F
ballia,62,M
ballia,63,M
ballia,68,M
ballia,71,F
ballia,70,M
ballia,78,M
ballia,77,M
ballia,81,F
ballia,87,M
jaunpur,3,M
jaunpur,2,M
jaunpur,8,M
jaunpur,7,M
jaunpur,10,F
jaunpur,17,M
jaunpur,22,M
jaunpur,27,M
jaunpur,25,F
jaunpur,33,F
jaunpur,36,M
jaunpur,41,M
jaunpur,48,F
jaunpur,53,M
jaunpur,51,M
jaunpur,55,M
jaunpur,63,M
jaunpur,62,M
jaunpur,65,F
jaunpur,70,M
jaunpur,73,M
jaunpur,77,F
jaunpur,85,F
ghazipur,2,F
ghazipur,2,M
ghazipur,5,F
ghazipur,7,M
ghazipur,11,M
ghazipur,18,M
ghazipur,15,F
ghazipur,23,F
ghazipur,20,M
ghazipur,26,M
ghazipur,26,M
ghazipur,30,F
ghazipur,35,F
ghazipur,41,M
ghazipur,46,M
ghazipur,48,F
ghazipur,53,M
ghazipur,50,M
ghazipur,55,F
ghazipur,56,F
ghazipur,60,M
ghazipur,68,F
ghazipur,71,F
ghazipur,70,M
ghazipur,78,M
ghazipur,75,M
ghazipur,83,F
mughalsarai,3,F
mughalsarai,5,M
mughalsarai,10,F
mughalsarai,10,F
mughalsarai,18,F
mughalsarai,23,M
mughalsarai,21,F
mughalsarai,28,M
mughalsarai,25,M
mughalsarai,32,M
mughalsarai,32,M
mughalsarai,35,F
mughalsarai,40,M
mughalsarai,41,M
mughalsarai,47,M
mughalsarai,46,M
mughalsarai,53,M
mughalsarai,51,F
mughalsarai,57,M
mughalsarai,56,F
mughalsarai,63,M
mughalsarai,67,F
mughalsarai,73,M
mughalsarai,70,F
mughalsarai,76,M
mughalsarai,84,M
mughalsarai,86,F
varanasi,0,F
varanasi,0,F
varanasi,6,M
varanasi,13,M
varanasi,17,F
varanasi,16,M
varanasi,21,F
varanasi,26,M
varanasi,31,F
varanasi,35,M
varanasi,42,M
varanasi,43,F
varanasi,48,F
varanasi,47,M
varanasi,50,F
varanasi,58,M
varanasi,61,F
varanasi,60,M
varanasi,67,F
varanasi,72,M
varanasi,77,F
varanasi,77,F
varanasi,88,M
varanasi,83,M
mirzapur-cum-vindhyachal,0,F
mirzapur-cum-vindhyachal,8,M
mirzapur-cum-vindhyachal,12,F
mirzapur-cum-vindhyachal,16,F
mirzapur-cum-vindhyachal,20,F
mirzapur-cum-vindhyachal,20,M
mirzapur-cum-vindhyachal,27,M
mirzapur-cum-vindhyachal,26,F
mirzapur-cum-vindhyachal,31,M
mirzapur-cum-vindhyachal,30,F
mirzapur-cum-vindhyachal,35,M
mirzapur-cum-vindhyachal,37,F
mirzapur-cum-vindhyachal,42,M
mirzapur-cum-vindhyachal,46,M
mirzapur-cum-vindhyachal,50,F
mirzapur-cum-vindhyachal,55,M
mirzapur-cum-vindhyachal,57,F
mirzapur-cum-vindhyachal,61,F
mirzapur-cum-vindhyachal,66,M
mirzapur-cum-vindhyachal,73,M
mirzapur-cum-vindhyachal,77,M
mirzapur-cum-vindhyachal,81,M
etah,1,M
etah,3,M
etah,7,M
etah,8,M
etah,11,M
etah,10,M
etah,15,M
etah,23,M
etah,20,M
etah,28,F
etah,25,M
etah,32,F
etah,37,F
etah,35,F
etah,43,M
etah,46,M
etah,50,F
etah,50,F
etah,58,F
etah,60,M
etah,66,M
etah,68,M
etah,72,F
etah,73,F
etah,77,F
etah,81,F
etah,82,M
kasganj,1,M
kasganj,0,F
kasganj,5,M
kasganj,6,M
kasganj,12,M
kasganj,13,M
kasganj,18,M
kasganj,17,M
kasganj,22,M
kasganj,26,M
kasganj,26,M
kasganj,33,M
kasganj,30,M
kasganj,38,M
kasganj,41,M
kasganj,46,F
kasganj,48,F
kasganj,51,F
kasganj,52,M
kasganj,55,M
kasganj,57,F
kasganj,62,F
kasganj,63,M
kasganj,66,M
kasganj,68,M
kasganj,73,F
kasganj,76,F
kasganj,82,F
bagaha,1,F
bagaha,5,F
bagaha,13,M
bagaha,12,M
bagaha,16,M
bagaha,15,M
bagaha,21,F
bagaha,28,M
bagaha,30,M
bagaha,33,F
bagaha,37,F
bagaha,36,M
bagaha,42,M
bagaha,43,F
bagaha,47,M
bagaha,47,F
bagaha,53,M
bagaha,51,M
bagaha,55,F
bagaha,58,F
bagaha,61,F
bagaha,68,M
bagaha,66,M
bagaha,73,M
bagaha,70,M
bagaha,75,F
bagaha,77,M
bagaha,87,M
bettiah,2,M
bettiah,1,F
bettiah,8,F
bettiah,5,F
bettiah,12,M
bettiah,12,F
bettiah,18,M
bettiah,20,M
bettiah,26,M
bettiah,30,M
bettiah,30,F
bettiah,37,F
bettiah,36,M
bettiah,40,M
bettiah,41,M
bettiah,48,F
bettiah,52,M
bettiah,50,M
bettiah,55,M
bettiah,58,M
bettiah,63,M
bettiah,65,F
bettiah,66,F
bettiah,73,M
bettiah,70,M
bettiah,75,M
bettiah,78,M
bettiah,83,F
motihari,0,F
motihari,8,M
motihari,8,F
motihari,12,M
motihari,17,M
motihari,21,M
motihari,20,M
motihari,26,M
motihari,33,M
motihari,38,M
motihari,42,M
motihari,47,F
motihari,53,M
motihari,58,F
motihari,58,F
motihari,61,M
motihari,63,M
motihari,66,F
motihari,67,M
motihari,73,M
motihari,72,M
motihari,75,F
motihari,87,M
kishanganj,2,F
kishanganj,7,M
kishanganj,5,F
kishanganj,13,M
kishanganj,10,F
kishanganj,15,F
kishanganj,17,M
kishanganj,20,M
kishanganj,20,M
kishanganj,25,M
kishanganj,31,M
kishanganj,31,M
kishanganj,37,F
kishanganj,42,M
kishanganj,41,F
kishanganj,45,M
kishanganj,50,F
kishanganj,51,M
kishanganj,55,M
kishanganj,57,F
kishanganj,62,F
kishanganj,66,M
kishanganj,70,F
kishanganj,70,M
kishanganj,78,F
kishanganj,75,F
kishanganj,81,F
purnia,2,M
purnia,3,M
purnia,8,F
purnia,12,F
purnia,17,M
purnia,23,M
purnia,21,F
purnia,27,M
purnia,32,M
purnia,30,M
purnia,36,M
purnia,43,M
purnia,47,F
purnia,50,M
purnia,50,M
purnia,56,M
purnia,63,F
purnia,66,M
purnia,67,M
purnia,72,M
purnia,75,M
purnia,78,M
purnia,85,M
purnia,86,M
katihar,1,F
katihar,7,M
katihar,12,F
katihar,17,M
katihar,17,M
katihar,22,M
katihar,23,F
katihar,28,M
katihar,31,F
katihar,33,M
katihar,35,M
katihar,40,M
katihar,48,F
katihar,52,M
katihar,58,M
katihar,58,F
katihar,60,M
katihar,68,F
katihar,66,F
katihar,70,F
katihar,73,M
katihar,77,M
katihar,85,F
katihar,88,F
saharsa,3,F
saharsa,3,M
saharsa,8,M
saharsa,11,M
saharsa,17,M
saharsa,23,F
saharsa,28,F
saharsa,33,F
saharsa,33,M
saharsa,35,M
saharsa,36,F
saharsa,43,F
saharsa,40,M
saharsa,45,F
saharsa,53,F
saharsa,58,M
saharsa,61,M
saharsa,61,F
saharsa,68,M
saharsa,72,F
saharsa,72,M
saharsa,77,F
saharsa,81,M
saharsa,89,F
darbhanga,0,F
darbhanga,7,F
darbhanga,8,F
darbhanga,12,M
darbhanga,11,M
darbhanga,15,F
darbhanga,17,M
darbhanga,22,F
darbhanga,28,M
darbhanga,31,F
darbhanga,35,F
darbhanga,42,F
darbhanga,48,F
darbhanga,48,M
darbhanga,53,M
darbhanga,58,M
darbhanga,62,M
darbhanga,68,M
darbhanga,65,M
darbhanga,71,M
darbhanga,73,M
darbhanga,75,M
darbhanga,75,M
darbhanga,80,F
muzaffarpur,2,F
muzaffarpur,2,F
muzaffarpur,8,F
muzaffarpur,5,M
muzaffarpur,12,M
muzaffarpur,12,M
muzaffarpur,15,F
muzaffarpur,20,F
muzaffarpur,23,M
muzaffarpur,27,F
muzaffarpur,28,M
muzaffarpur,32,F
muzaffarpur,37,M
muzaffarpur,40,M
muzaffarpur,43,M
muzaffarpur,46,M
muzaffarpur,50,M
muzaffarpur,55,M
muzaffarpur,62,M
muzaffarpur,67,F
muzaffarpur,67,M
muzaffarpur,73,M
muzaffarpur,75,M
muzaffarpur,76,M
muzaffarpur,82,F
siwan,3,F
siwan,5,F
siwan,13,M
siwan,15,F
siwan,15,F
siwan,20,M
siwan,25,M
siwan,25,M
siwan,31,M
siwan,35,F
siwan,43,M
siwan,48,M
siwan,46,M
siwan,51,F
siwan,58,F
siwan,61,M
siwan,63,F
siwan,66,M
siwan,70,M
siwan,73,F
siwan,77,M
siwan,82,F
siwan,85,M
chapra,3,M
chapra,1,M
chapra,6,M
chapra,7,F
chapra,12,M
chapra,13,M
chapra,15,M
chapra,23,F
chapra,26,M
chapra,28,M
chapra,31,F
chapra,33,F
chapra,36,F
chapra,41,F
chapra,46,F
chapra,52,F
chapra,52,M
chapra,56,F
chapra,60,F
chapra,66,M
chapra,72,F
chapra,72,M
chapra,77,F
chapra,76,F
chapra,84,F
hajipur,0,M
hajipur,3,F
hajipur,8,M
hajipur,12,F
hajipur,17,F
hajipur,22,M
hajipur,21,M
hajipur,25,M
hajipur,28,M
hajipur,30,M
hajipur,38,F
hajipur,37,M
hajipur,41,M
hajipur,41,M
hajipur,47,M
hajipur,46,F
hajipur,51,M
hajipur,55,F
hajipur,58,F
hajipur,62,F
hajipur,65,M
hajipur,66,M
hajipur,73,F
hajipur,71,F
hajipur,77,M
hajipur,85,F
hajipur,87,F
begusarai,2,M
begusarai,6,M
begusarai,7,M
begusarai,13,F
begusarai,16,M
begusarai,15,F
begusarai,21,F
begusarai,26,M
begusarai,32,M
begusarai,33,M
begusarai,35,M
begusarai,41,M
begusarai,43,F
begusarai,48,F
begusarai,46,M
begusarai,52,M
begusarai,53,F
begusarai,58,F
begusarai,57,M
begusarai,63,M
begusarai,67,F
begusarai,73,M
begusarai,76,F
begusarai,88,M
begusarai,89,F
bhagalpur,3,M
bhagalpur,0,M
bhagalpur,7,F
bhagalpur,8,M
bhagalpur,10,M
bhagalpur,10,M
bhagalpur,16,M
bhagalpur,22,F
bhagalpur,22,M
bhagalpur,25,M
bhagalpur,27,M
bhagalpur,32,M
bhagalpur,33,M
bhagalpur,37,F
bhagalpur,35,F
bhagalpur,41,M
bhagalpur,45,F
bhagalpur,46,M
bhagalpur,50,M
bhagalpur,57,M
bhagalpur,61,M
bhagalpur,61,F
bhagalpur,65,M
bhagalpur,71,M
bhagalpur,71,F
bhagalpur,78,M
bhagalpur,82,F
bhagalpur,83,F
munger,3,F
munger,7,F
munger,8,M
munger,10,F
munger,12,F
munger,18,F
munger,21,F
munger,21,F
munger,28,F
munger,31,F
munger,30,M
munger,36,F
munger,41,M
munger,45,F
munger,52,M
munger,57,M
munger,61,M
munger,65,M
munger,68,F
munger,72,F
munger,75,F
munger,76,M
munger,83,F
jamalpur,3,F
jamalpur,7,F
jamalpur,6,M
jamalpur,11,M
jamalpur,13,M
jamalpur,15,M
jamalpur,17,M
jamalpur,21,F
jamalpur,27,M
jamalpur,32,M
jamalpur,30,F
jamalpur,36,F
jamalpur,37,F
jamalpur,43,F
jamalpur,40,F
jamalpur,47,M
jamalpur,46,M
jamalpur,51,M
jamalpur,50,M
jamalpur,58,F
jamalpur,61,M
jamalpur,63,M
jamalpur,65,F
jamalpur,72,F
jamalpur,70,M
jamalpur,76,M
jamalpur,77,F
jamalpur,88,F
biharsharif,0,F
biharsharif,6,M
biharsharif,8,F
biharsharif,11,F
biharsharif,11,M
biharsharif,15,M
biharsharif,16,M
biharsharif,20,F
biharsharif,27,M
biharsharif,25,F
biharsharif,33,M
biharsharif,32,F
biharsharif,37,M
biharsharif,36,M
biharsharif,43,F
biharsharif,48,M
biharsharif,46,M
biharsharif,50,F
biharsharif,52,M
biharsharif,57,F
biharsharif,58,F
biharsharif,63,M
biharsharif,65,M
biharsharif,71,F
biharsharif,78,M
biharsharif,87,F
dinapur nizamat,2,M
dinapur nizamat,0,F
dinapur nizamat,8,F
dinapur nizamat,11,M
dinapur nizamat,16,M
dinapur nizamat,17,M
dinapur nizamat,22,M
dinapur nizamat,28,M
dinapur nizamat,28,M
dinapur nizamat,33,F
dinapur nizamat,35,F
dinapur nizamat,35,M
dinapur nizamat,42,M
dinapur nizamat,40,F
dinapur nizamat,46,M
dinapur nizamat,45,F
dinapur nizamat,53,M
dinapur nizamat,56,F
dinapur nizamat,60,M
dinapur nizamat,68,M
dinapur nizamat,72,F
dinapur nizamat,78,M
dinapur nizamat,76,M
dinapur nizamat,82,M
dinapur nizamat,88,F
patna,3,M
patna,2,M
patna,5,M
patna,5,M
patna,10,M
patna,11,M
patna,15,M
patna,18,F
patna,23,M
patna,27,M
patna,32,M
patna,36,F
patna,41,F
patna,45,M
patna,46,M
patna,51,F
patna,52,M
patna,58,M
patna,63,F
patna,65,M
patna,67,M
patna,71,M
patna,73,F
patna,77,M
patna,78,F
patna,86,F
arrah,2,F
arrah,6,M
arrah,8,M
arrah,11,M
arrah,18,M
arrah,22,M
arrah,20,F
arrah,25,F
arrah,25,F
arrah,31,M
arrah,37,M
arrah,43,M
arrah,45,M
arrah,47,F
arrah,51,F
arrah,51,F
arrah,58,M
arrah,55,M
arrah,63,M
arrah,60,M
arrah,66,M
arrah,70,F
arrah,70,F
arrah,75,F
arrah,75,M
arrah,82,F
arrah,81,M
buxar,0,M
buxar,2,F
buxar,8,M
buxar,12,F
buxar,13,F
buxar,16,F
buxar,16,M
buxar,22,F
buxar,26,F
buxar,26,F
buxar,32,F
buxar,36,F
buxar,37,F
buxar,42,M
buxar,46,F
buxar,48,M
buxar,50,M
buxar,51,M
buxar,56,M
buxar,61,F
buxar,65,F
buxar,70,M
buxar,76,M
buxar,87,M
sasaram,2,F
sasaram,8,F
sasaram,10,M
sasaram,15,M
sasaram,21,M
sasaram,25,F
sasaram,33,M
sasaram,32,F
sasaram,36,M
sasaram,43,M
sasaram,45,M
sasaram,52,M
sasaram,57,M
sasaram,55,M
sasaram,63,M
sasaram,61,F
sasaram,67,F
sasaram,72,M
sasaram,73,M
sasaram,77,M
sasaram,78,M
sasaram,84,F
dehri,0,M
dehri,7,M
dehri,5,F
dehri,11,F
dehri,10,F
dehri,15,F
dehri,20,M
dehri,26,M
dehri,25,M
dehri,31,M
dehri,33,F
dehri,38,F
dehri,42,M
dehri,46,M
dehri,52,M
dehri,52,F
dehri,55,M
dehri,55,F
dehri,62,F
dehri,62,M
dehri,68,M
dehri,70,F
dehri,70,M
dehri,78,F
dehri,75,M
dehri,89,F
aurangabad,3,M
aurangabad,8,F
aurangabad,10,M
aurangabad,18,M
aurangabad,21,M
aurangabad,26,F
aurangabad,28,F
aurangabad,32,M
aurangabad,37,F
aurangabad,36,F
aurangabad,48,M
aurangabad,51,F
aurangabad,51,M
aurangabad,58,M
aurangabad,61,F
aurangabad,65,M
aurangabad,67,M
aurangabad,73,F
aurangabad,75,M
aurangabad,77,M
aurangabad,86,M
gaya,1,F
gaya,2,M
gaya,8,F
gaya,13,M
gaya,13,M
gaya,18,M
gaya,22,M
gaya,21,F
gaya,26,M
gaya,30,F
gaya,35,M
gaya,40,M
gaya,43,M
gaya,47,F
gaya,47,F
gaya,50,M
gaya,53,M
gaya,56,M
gaya,55,M
gaya,61,F
gaya,62,M
gaya,65,M
gaya,72,M
gaya,73,M
gaya,75,M
gaya,75,F
gaya,80,M
gaya,85,F
jehanabad,3,M
jehanabad,7,M
jehanabad,5,M
jehanabad,10,M
jehanabad,15,M
jehanabad,20,F
jehanabad,22,M
jehanabad,28,M
jehanabad,28,F
jehanabad,32,M
jehanabad,30,M
jehanabad,37,F
jehanabad,41,M
jehanabad,40,F
jehanabad,46,F
jehanabad,51,M
jehanabad,55,M
jehanabad,60,F
jehanabad,60,M
jehanabad,66,M
jehanabad,70,M
jehanabad,78,M
jehanabad,78,F
jehanabad,84,M
jehanabad,83,M
gangtok,1,M
gangtok,3,F
gangtok,7,M
gangtok,12,F
gangtok,13,F
gangtok,15,F
gangtok,23,F
gangtok,28,F
gangtok,31,M
gangtok,31,M
gangtok,37,M
gangtok,42,M
gangtok,46,F
gangtok,45,M
gangtok,50,M
gangtok,58,F
gangtok,56,M
gangtok,60,F
gangtok,60,M
gangtok,66,F
gangtok,66,M
gangtok,73,F
gangtok,70,F
gangtok,77,F
gangtok,78,F
gangtok,80,F
dimapur,2,M
dimapur,7,M
dimapur,8,F
dimapur,13,F
dimapur,11,F
dimapur,16,M
dimapur,21,F
dimapur,21,F
dimapur,25,F
dimapur,32,F
dimapur,33,M
dimapur,38,M
dimapur,36,F
dimapur,42,F
dimapur,47,F
dimapur,45,F
dimapur,53,F
dimapur,50,F
dimapur,56,F
dimapur,63,F
dimapur,67,M
dimapur,67,M
dimapur,71,M
dimapur,73,M
dimapur,78,M
dimapur,77,M
dimapur,87,F
imphal,1,F
imphal,6,M
imphal,5,M
imphal,12,M
imphal,13,M
imphal,15,F
imphal,22,F
imphal,26,F
imphal,33,F
imphal,35,F
imphal,36,F
imphal,41,F
imphal,43,F
imphal,47,F
imphal,48,F
imphal,53,F
imphal,53,F
imphal,55,F
imphal,56,F
imphal,60,F
imphal,60,F
imphal,67,F
imphal,73,F
imphal,77,F
imphal,76,F
imphal,83,F
aizawl,2,F
aizawl,5,M
aizawl,12,M
aizawl,15,F
aizawl,15,F
aizawl,23,F
aizawl,22,F
aizawl,27,F
aizawl,27,F
aizawl,32,F
aizawl,33,F
aizawl,36,F
aizawl,35,F
aizawl,40,F
aizawl,46,F
aizawl,45,F
aizawl,51,F
aizawl,51,F
aizawl,57,M
aizawl,58,M
aizawl,63,F
aizawl,65,F
aizawl,65,F
aizawl,70,F
aizawl,71,F
aizawl,78,F
aizawl,81,F
agartala,1,M
agartala,7,M
agartala,13,M
agartala,10,F
agartala,15,F
agartala,15,F
agartala,22,F
agartala,27,F
agartala,30,F
agartala,38,F
agartala,42,F
agartala,43,F
agartala,48,F
agartala,53,M
agartala,51,F
agartala,58,F
agartala,60,F
agartala,66,F
agartala,68,F
agartala,72,F
agartala,76,F
agartala,75,F
agartala,86,F
agartala,81,F
shillong,0,M
shillong,5,F
shillong,11,F
shillong,10,F
shillong,18,F
shillong,20,F
shillong,23,F
shillong,26,F
shillong,27,F
shillong,31,F
shillong,33,F
shillong,38,F
shillong,36,F
shillong,40,F
shillong,45,F
shillong,48,F
shillong,52,F
shillong,55,F
shillong,58,M
shillong,62,F
shillong,63,F
shillong,67,F
shillong,67,F
shillong,73,F
shillong,71,F
shillong,76,F
shillong,89,F
nagaon,2,M
nagaon,5,M
nagaon,7,F
nagaon,12,M
nagaon,17,M
nagaon,15,M
nagaon,21,F
nagaon,22,F
nagaon,27,F
nagaon,33,F
nagaon,31,F
nagaon,37,F
nagaon,35,F
nagaon,40,M
nagaon,43,M
